Provincias;Edad (3 grupos de edad);Españoles/Extranjeros;Sexo;Año;Total
TOTAL ESPAÑA;16-64 años;Extranjeros;Hombres;2020;2.120.669
TOTAL ESPAÑA;16-64 años;Extranjeros;Mujeres;2020;2.114.734
TOTAL ESPAÑA;16-64 años;% Extranjeros;Ambos sexos;2020;13,70
TOTAL ESPAÑA;16-64 años;% Extranjeros;Hombres;2020;13,68
TOTAL ESPAÑA;16-64 años;% Extranjeros;Mujeres;2020;13,73
TOTAL ESPAÑA;65 y más;TOTAL;Ambos sexos;2020;9.218.381
TOTAL ESPAÑA;65 y más;TOTAL;Hombres;2020;3.987.532
TOTAL ESPAÑA;65 y más;TOTAL;Mujeres;2020;5.230.849
TOTAL ESPAÑA;65 y más;Españoles;Ambos sexos;2020;8.846.653
TOTAL ESPAÑA;65 y más;Españoles;Hombres;2020;3.814.238
TOTAL ESPAÑA;65 y más;Españoles;Mujeres;2020;5.032.415
TOTAL ESPAÑA;65 y más;Extranjeros;Ambos sexos;2020;371.728
TOTAL ESPAÑA;65 y más;Extranjeros;Hombres;2020;173.294
TOTAL ESPAÑA;65 y más;Extranjeros;Mujeres;2020;198.434
TOTAL ESPAÑA;65 y más;% Extranjeros;Ambos sexos;2020;4,03
TOTAL ESPAÑA;65 y más;% Extranjeros;Hombres;2020;4,35
TOTAL ESPAÑA;65 y más;% Extranjeros;Mujeres;2020;3,79
02 Albacete;TOTAL EDADES;TOTAL;Ambos sexos;2020;388.270
02 Albacete;TOTAL EDADES;TOTAL;Hombres;2020;194.081
02 Albacete;TOTAL EDADES;TOTAL;Mujeres;2020;194.189
02 Albacete;TOTAL EDADES;Españoles;Ambos sexos;2020;361.946
02 Albacete;TOTAL EDADES;Españoles;Hombres;2020;179.827
02 Albacete;TOTAL EDADES;Españoles;Mujeres;2020;182.119
02 Albacete;TOTAL EDADES;Extranjeros;Ambos sexos;2020;26.324
02 Albacete;TOTAL EDADES;Extranjeros;Hombres;2020;14.254
02 Albacete;TOTAL EDADES;Extranjeros;Mujeres;2020;12.070
02 Albacete;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;6,78
02 Albacete;TOTAL EDADES;% Extranjeros;Hombres;2020;7,34
02 Albacete;TOTAL EDADES;% Extranjeros;Mujeres;2020;6,22
02 Albacete;0-15 años;TOTAL;Ambos sexos;2020;58.568
02 Albacete;0-15 años;TOTAL;Hombres;2020;30.424
02 Albacete;0-15 años;TOTAL;Mujeres;2020;28.144
02 Albacete;0-15 años;Españoles;Ambos sexos;2020;53.932
02 Albacete;0-15 años;Españoles;Hombres;2020;27.979
02 Albacete;0-15 años;Españoles;Mujeres;2020;25.953
02 Albacete;0-15 años;Extranjeros;Ambos sexos;2020;4.636
02 Albacete;0-15 años;Extranjeros;Hombres;2020;2.445
02 Albacete;0-15 años;Extranjeros;Mujeres;2020;2.191
02 Albacete;0-15 años;% Extranjeros;Ambos sexos;2020;7,92
02 Albacete;0-15 años;% Extranjeros;Hombres;2020;8,04
02 Albacete;0-15 años;% Extranjeros;Mujeres;2020;7,78
02 Albacete;16-64 años;TOTAL;Ambos sexos;2020;254.323
02 Albacete;16-64 años;TOTAL;Hombres;2020;130.094
02 Albacete;16-64 años;TOTAL;Mujeres;2020;124.229
02 Albacete;16-64 años;Españoles;Ambos sexos;2020;233.399
02 Albacete;16-64 años;Españoles;Hombres;2020;118.606
02 Albacete;16-64 años;Españoles;Mujeres;2020;114.793
02 Albacete;16-64 años;Extranjeros;Ambos sexos;2020;20.924
02 Albacete;16-64 años;Extranjeros;Hombres;2020;11.488
02 Albacete;16-64 años;Extranjeros;Mujeres;2020;9.436
02 Albacete;16-64 años;% Extranjeros;Ambos sexos;2020;8,23
02 Albacete;16-64 años;% Extranjeros;Hombres;2020;8,83
02 Albacete;16-64 años;% Extranjeros;Mujeres;2020;7,60
02 Albacete;65 y más;TOTAL;Ambos sexos;2020;75.379
02 Albacete;65 y más;TOTAL;Hombres;2020;33.563
02 Albacete;65 y más;TOTAL;Mujeres;2020;41.816
02 Albacete;65 y más;Españoles;Ambos sexos;2020;74.615
02 Albacete;65 y más;Españoles;Hombres;2020;33.242
02 Albacete;65 y más;Españoles;Mujeres;2020;41.373
02 Albacete;65 y más;Extranjeros;Ambos sexos;2020;764
02 Albacete;65 y más;Extranjeros;Hombres;2020;321
02 Albacete;65 y más;Extranjeros;Mujeres;2020;443
02 Albacete;65 y más;% Extranjeros;Ambos sexos;2020;1,01
02 Albacete;65 y más;% Extranjeros;Hombres;2020;0,96
02 Albacete;65 y más;% Extranjeros;Mujeres;2020;1,06
03 Alicante/Alacant;TOTAL EDADES;TOTAL;Ambos sexos;2020;1.879.888
03 Alicante/Alacant;TOTAL EDADES;TOTAL;Hombres;2020;931.856
03 Alicante/Alacant;TOTAL EDADES;TOTAL;Mujeres;2020;948.032
03 Alicante/Alacant;TOTAL EDADES;Españoles;Ambos sexos;2020;1.505.270
03 Alicante/Alacant;TOTAL EDADES;Españoles;Hombres;2020;742.423
03 Alicante/Alacant;TOTAL EDADES;Españoles;Mujeres;2020;762.847
03 Alicante/Alacant;TOTAL EDADES;Extranjeros;Ambos sexos;2020;374.618
03 Alicante/Alacant;TOTAL EDADES;Extranjeros;Hombres;2020;189.433
03 Alicante/Alacant;TOTAL EDADES;Extranjeros;Mujeres;2020;185.185
03 Alicante/Alacant;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;19,93
03 Alicante/Alacant;TOTAL EDADES;% Extranjeros;Hombres;2020;20,33
03 Alicante/Alacant;TOTAL EDADES;% Extranjeros;Mujeres;2020;19,53
03 Alicante/Alacant;0-15 años;TOTAL;Ambos sexos;2020;291.229
03 Alicante/Alacant;0-15 años;TOTAL;Hombres;2020;150.046
03 Alicante/Alacant;0-15 años;TOTAL;Mujeres;2020;141.183
03 Alicante/Alacant;0-15 años;Españoles;Ambos sexos;2020;240.109
03 Alicante/Alacant;0-15 años;Españoles;Hombres;2020;123.879
03 Alicante/Alacant;0-15 años;Españoles;Mujeres;2020;116.230
03 Alicante/Alacant;0-15 años;Extranjeros;Ambos sexos;2020;51.120
03 Alicante/Alacant;0-15 años;Extranjeros;Hombres;2020;26.167
03 Alicante/Alacant;0-15 años;Extranjeros;Mujeres;2020;24.953
03 Alicante/Alacant;0-15 años;% Extranjeros;Ambos sexos;2020;17,55
03 Alicante/Alacant;0-15 años;% Extranjeros;Hombres;2020;17,44
03 Alicante/Alacant;0-15 años;% Extranjeros;Mujeres;2020;17,67
03 Alicante/Alacant;16-64 años;TOTAL;Ambos sexos;2020;1.215.657
03 Alicante/Alacant;16-64 años;TOTAL;Hombres;2020;613.646
03 Alicante/Alacant;16-64 años;TOTAL;Mujeres;2020;602.011
03 Alicante/Alacant;16-64 años;Españoles;Ambos sexos;2020;968.893
03 Alicante/Alacant;16-64 años;Españoles;Hombres;2020;488.873
03 Alicante/Alacant;16-64 años;Españoles;Mujeres;2020;480.020
03 Alicante/Alacant;16-64 años;Extranjeros;Ambos sexos;2020;246.764
03 Alicante/Alacant;16-64 años;Extranjeros;Hombres;2020;124.773
03 Alicante/Alacant;16-64 años;Extranjeros;Mujeres;2020;121.991
03 Alicante/Alacant;16-64 años;% Extranjeros;Ambos sexos;2020;20,30
03 Alicante/Alacant;16-64 años;% Extranjeros;Hombres;2020;20,33
03 Alicante/Alacant;16-64 años;% Extranjeros;Mujeres;2020;20,26
03 Alicante/Alacant;65 y más;TOTAL;Ambos sexos;2020;373.002
03 Alicante/Alacant;65 y más;TOTAL;Hombres;2020;168.164
03 Alicante/Alacant;65 y más;TOTAL;Mujeres;2020;204.838
03 Alicante/Alacant;65 y más;Españoles;Ambos sexos;2020;296.268
03 Alicante/Alacant;65 y más;Españoles;Hombres;2020;129.671
03 Alicante/Alacant;65 y más;Españoles;Mujeres;2020;166.597
03 Alicante/Alacant;65 y más;Extranjeros;Ambos sexos;2020;76.734
03 Alicante/Alacant;65 y más;Extranjeros;Hombres;2020;38.493
03 Alicante/Alacant;65 y más;Extranjeros;Mujeres;2020;38.241
03 Alicante/Alacant;65 y más;% Extranjeros;Ambos sexos;2020;20,57
03 Alicante/Alacant;65 y más;% Extranjeros;Hombres;2020;22,89
03 Alicante/Alacant;65 y más;% Extranjeros;Mujeres;2020;18,67
04 Almería;TOTAL EDADES;TOTAL;Ambos sexos;2020;727.945
04 Almería;TOTAL EDADES;TOTAL;Hombres;2020;371.558
04 Almería;TOTAL EDADES;TOTAL;Mujeres;2020;356.387
04 Almería;TOTAL EDADES;Españoles;Ambos sexos;2020;573.350
04 Almería;TOTAL EDADES;Españoles;Hombres;2020;284.664
04 Almería;TOTAL EDADES;Españoles;Mujeres;2020;288.686
04 Almería;TOTAL EDADES;Extranjeros;Ambos sexos;2020;154.595
04 Almería;TOTAL EDADES;Extranjeros;Hombres;2020;86.894
04 Almería;TOTAL EDADES;Extranjeros;Mujeres;2020;67.701
04 Almería;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;21,24
04 Almería;TOTAL EDADES;% Extranjeros;Hombres;2020;23,39
04 Almería;TOTAL EDADES;% Extranjeros;Mujeres;2020;19,00
04 Almería;0-15 años;TOTAL;Ambos sexos;2020;130.483
04 Almería;0-15 años;TOTAL;Hombres;2020;66.929
04 Almería;0-15 años;TOTAL;Mujeres;2020;63.554
04 Almería;0-15 años;Españoles;Ambos sexos;2020;102.999
04 Almería;0-15 años;Españoles;Hombres;2020;52.824
04 Almería;0-15 años;Españoles;Mujeres;2020;50.175
04 Almería;0-15 años;Extranjeros;Ambos sexos;2020;27.484
04 Almería;0-15 años;Extranjeros;Hombres;2020;14.105
04 Almería;0-15 años;Extranjeros;Mujeres;2020;13.379
04 Almería;0-15 años;% Extranjeros;Ambos sexos;2020;21,06
04 Almería;0-15 años;% Extranjeros;Hombres;2020;21,07
04 Almería;0-15 años;% Extranjeros;Mujeres;2020;21,05
04 Almería;16-64 años;TOTAL;Ambos sexos;2020;488.781
04 Almería;16-64 años;TOTAL;Hombres;2020;255.525
04 Almería;16-64 años;TOTAL;Mujeres;2020;233.256
04 Almería;16-64 años;Españoles;Ambos sexos;2020;374.892
04 Almería;16-64 años;Españoles;Hombres;2020;189.607
04 Almería;16-64 años;Españoles;Mujeres;2020;185.285
04 Almería;16-64 años;Extranjeros;Ambos sexos;2020;113.889
04 Almería;16-64 años;Extranjeros;Hombres;2020;65.918
04 Almería;16-64 años;Extranjeros;Mujeres;2020;47.971
04 Almería;16-64 años;% Extranjeros;Ambos sexos;2020;23,30
04 Almería;16-64 años;% Extranjeros;Hombres;2020;25,80
04 Almería;16-64 años;% Extranjeros;Mujeres;2020;20,57
04 Almería;65 y más;TOTAL;Ambos sexos;2020;108.681
04 Almería;65 y más;TOTAL;Hombres;2020;49.104
04 Almería;65 y más;TOTAL;Mujeres;2020;59.577
04 Almería;65 y más;Españoles;Ambos sexos;2020;95.459
04 Almería;65 y más;Españoles;Hombres;2020;42.233
04 Almería;65 y más;Españoles;Mujeres;2020;53.226
04 Almería;65 y más;Extranjeros;Ambos sexos;2020;13.222
04 Almería;65 y más;Extranjeros;Hombres;2020;6.871
04 Almería;65 y más;Extranjeros;Mujeres;2020;6.351
04 Almería;65 y más;% Extranjeros;Ambos sexos;2020;12,17
04 Almería;65 y más;% Extranjeros;Hombres;2020;13,99
04 Almería;65 y más;% Extranjeros;Mujeres;2020;10,66
01 Araba/Álava;TOTAL EDADES;TOTAL;Ambos sexos;2020;333.940
01 Araba/Álava;TOTAL EDADES;TOTAL;Hombres;2020;164.524
01 Araba/Álava;TOTAL EDADES;TOTAL;Mujeres;2020;169.416
01 Araba/Álava;TOTAL EDADES;Españoles;Ambos sexos;2020;301.524
01 Araba/Álava;TOTAL EDADES;Españoles;Hombres;2020;148.068
01 Araba/Álava;TOTAL EDADES;Españoles;Mujeres;2020;153.456
01 Araba/Álava;TOTAL EDADES;Extranjeros;Ambos sexos;2020;32.416
01 Araba/Álava;TOTAL EDADES;Extranjeros;Hombres;2020;16.456
01 Araba/Álava;TOTAL EDADES;Extranjeros;Mujeres;2020;15.960
01 Araba/Álava;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;9,71
01 Araba/Álava;TOTAL EDADES;% Extranjeros;Hombres;2020;10,00
01 Araba/Álava;TOTAL EDADES;% Extranjeros;Mujeres;2020;9,42
01 Araba/Álava;0-15 años;TOTAL;Ambos sexos;2020;52.226
01 Araba/Álava;0-15 años;TOTAL;Hombres;2020;26.947
01 Araba/Álava;0-15 años;TOTAL;Mujeres;2020;25.279
01 Araba/Álava;0-15 años;Españoles;Ambos sexos;2020;45.877
01 Araba/Álava;0-15 años;Españoles;Hombres;2020;23.695
01 Araba/Álava;0-15 años;Españoles;Mujeres;2020;22.182
01 Araba/Álava;0-15 años;Extranjeros;Ambos sexos;2020;6.349
01 Araba/Álava;0-15 años;Extranjeros;Hombres;2020;3.252
01 Araba/Álava;0-15 años;Extranjeros;Mujeres;2020;3.097
01 Araba/Álava;0-15 años;% Extranjeros;Ambos sexos;2020;12,16
01 Araba/Álava;0-15 años;% Extranjeros;Hombres;2020;12,07
01 Araba/Álava;0-15 años;% Extranjeros;Mujeres;2020;12,25
01 Araba/Álava;16-64 años;TOTAL;Ambos sexos;2020;211.238
01 Araba/Álava;16-64 años;TOTAL;Hombres;2020;106.208
01 Araba/Álava;16-64 años;TOTAL;Mujeres;2020;105.030
01 Araba/Álava;16-64 años;Españoles;Ambos sexos;2020;186.085
01 Araba/Álava;16-64 años;Españoles;Hombres;2020;93.338
01 Araba/Álava;16-64 años;Españoles;Mujeres;2020;92.747
01 Araba/Álava;16-64 años;Extranjeros;Ambos sexos;2020;25.153
01 Araba/Álava;16-64 años;Extranjeros;Hombres;2020;12.870
01 Araba/Álava;16-64 años;Extranjeros;Mujeres;2020;12.283
01 Araba/Álava;16-64 años;% Extranjeros;Ambos sexos;2020;11,91
01 Araba/Álava;16-64 años;% Extranjeros;Hombres;2020;12,12
01 Araba/Álava;16-64 años;% Extranjeros;Mujeres;2020;11,69
01 Araba/Álava;65 y más;TOTAL;Ambos sexos;2020;70.476
01 Araba/Álava;65 y más;TOTAL;Hombres;2020;31.369
01 Araba/Álava;65 y más;TOTAL;Mujeres;2020;39.107
01 Araba/Álava;65 y más;Españoles;Ambos sexos;2020;69.562
01 Araba/Álava;65 y más;Españoles;Hombres;2020;31.035
01 Araba/Álava;65 y más;Españoles;Mujeres;2020;38.527
01 Araba/Álava;65 y más;Extranjeros;Ambos sexos;2020;914
01 Araba/Álava;65 y más;Extranjeros;Hombres;2020;334
01 Araba/Álava;65 y más;Extranjeros;Mujeres;2020;580
01 Araba/Álava;65 y más;% Extranjeros;Ambos sexos;2020;1,30
01 Araba/Álava;65 y más;% Extranjeros;Hombres;2020;1,06
01 Araba/Álava;65 y más;% Extranjeros;Mujeres;2020;1,48
33 Asturias;TOTAL EDADES;TOTAL;Ambos sexos;2020;1.018.784
33 Asturias;TOTAL EDADES;TOTAL;Hombres;2020;486.066
33 Asturias;TOTAL EDADES;TOTAL;Mujeres;2020;532.718
33 Asturias;TOTAL EDADES;Españoles;Ambos sexos;2020;973.463
33 Asturias;TOTAL EDADES;Españoles;Hombres;2020;465.019
33 Asturias;TOTAL EDADES;Españoles;Mujeres;2020;508.444
33 Asturias;TOTAL EDADES;Extranjeros;Ambos sexos;2020;45.321
33 Asturias;TOTAL EDADES;Extranjeros;Hombres;2020;21.047
33 Asturias;TOTAL EDADES;Extranjeros;Mujeres;2020;24.274
33 Asturias;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;4,45
33 Asturias;TOTAL EDADES;% Extranjeros;Hombres;2020;4,33
33 Asturias;TOTAL EDADES;% Extranjeros;Mujeres;2020;4,56
33 Asturias;0-15 años;TOTAL;Ambos sexos;2020;117.575
33 Asturias;0-15 años;TOTAL;Hombres;2020;60.456
33 Asturias;0-15 años;TOTAL;Mujeres;2020;57.119
33 Asturias;0-15 años;Españoles;Ambos sexos;2020;111.475
33 Asturias;0-15 años;Españoles;Hombres;2020;57.298
33 Asturias;0-15 años;Españoles;Mujeres;2020;54.177
33 Asturias;0-15 años;Extranjeros;Ambos sexos;2020;6.100
33 Asturias;0-15 años;Extranjeros;Hombres;2020;3.158
33 Asturias;0-15 años;Extranjeros;Mujeres;2020;2.942
33 Asturias;0-15 años;% Extranjeros;Ambos sexos;2020;5,19
33 Asturias;0-15 años;% Extranjeros;Hombres;2020;5,22
33 Asturias;0-15 años;% Extranjeros;Mujeres;2020;5,15
33 Asturias;16-64 años;TOTAL;Ambos sexos;2020;634.642
33 Asturias;16-64 años;TOTAL;Hombres;2020;314.148
33 Asturias;16-64 años;TOTAL;Mujeres;2020;320.494
33 Asturias;16-64 años;Españoles;Ambos sexos;2020;597.761
33 Asturias;16-64 años;Españoles;Hombres;2020;297.245
33 Asturias;16-64 años;Españoles;Mujeres;2020;300.516
33 Asturias;16-64 años;Extranjeros;Ambos sexos;2020;36.881
33 Asturias;16-64 años;Extranjeros;Hombres;2020;16.903
33 Asturias;16-64 años;Extranjeros;Mujeres;2020;19.978
33 Asturias;16-64 años;% Extranjeros;Ambos sexos;2020;5,81
33 Asturias;16-64 años;% Extranjeros;Hombres;2020;5,38
33 Asturias;16-64 años;% Extranjeros;Mujeres;2020;6,23
33 Asturias;65 y más;TOTAL;Ambos sexos;2020;266.567
33 Asturias;65 y más;TOTAL;Hombres;2020;111.462
33 Asturias;65 y más;TOTAL;Mujeres;2020;155.105
33 Asturias;65 y más;Españoles;Ambos sexos;2020;264.227
33 Asturias;65 y más;Españoles;Hombres;2020;110.476
33 Asturias;65 y más;Españoles;Mujeres;2020;153.751
33 Asturias;65 y más;Extranjeros;Ambos sexos;2020;2.340
33 Asturias;65 y más;Extranjeros;Hombres;2020;986
33 Asturias;65 y más;Extranjeros;Mujeres;2020;1.354
33 Asturias;65 y más;% Extranjeros;Ambos sexos;2020;0,88
33 Asturias;65 y más;% Extranjeros;Hombres;2020;0,88
33 Asturias;65 y más;% Extranjeros;Mujeres;2020;0,87
05 Ávila;TOTAL EDADES;TOTAL;Ambos sexos;2020;157.664
05 Ávila;TOTAL EDADES;TOTAL;Hombres;2020;79.109
05 Ávila;TOTAL EDADES;TOTAL;Mujeres;2020;78.555
05 Ávila;TOTAL EDADES;Españoles;Ambos sexos;2020;147.192
05 Ávila;TOTAL EDADES;Españoles;Hombres;2020;74.024
05 Ávila;TOTAL EDADES;Españoles;Mujeres;2020;73.168
05 Ávila;TOTAL EDADES;Extranjeros;Ambos sexos;2020;10.472
05 Ávila;TOTAL EDADES;Extranjeros;Hombres;2020;5.085
05 Ávila;TOTAL EDADES;Extranjeros;Mujeres;2020;5.387
05 Ávila;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;6,64
05 Ávila;TOTAL EDADES;% Extranjeros;Hombres;2020;6,43
05 Ávila;TOTAL EDADES;% Extranjeros;Mujeres;2020;6,86
05 Ávila;0-15 años;TOTAL;Ambos sexos;2020;20.189
05 Ávila;0-15 años;TOTAL;Hombres;2020;10.487
05 Ávila;0-15 años;TOTAL;Mujeres;2020;9.702
05 Ávila;0-15 años;Españoles;Ambos sexos;2020;18.039
05 Ávila;0-15 años;Españoles;Hombres;2020;9.370
05 Ávila;0-15 años;Españoles;Mujeres;2020;8.669
05 Ávila;0-15 años;Extranjeros;Ambos sexos;2020;2.150
05 Ávila;0-15 años;Extranjeros;Hombres;2020;1.117
05 Ávila;0-15 años;Extranjeros;Mujeres;2020;1.033
05 Ávila;0-15 años;% Extranjeros;Ambos sexos;2020;10,65
05 Ávila;0-15 años;% Extranjeros;Hombres;2020;10,65
05 Ávila;0-15 años;% Extranjeros;Mujeres;2020;10,65
05 Ávila;16-64 años;TOTAL;Ambos sexos;2020;96.343
05 Ávila;16-64 años;TOTAL;Hombres;2020;49.687
05 Ávila;16-64 años;TOTAL;Mujeres;2020;46.656
05 Ávila;16-64 años;Españoles;Ambos sexos;2020;88.391
05 Ávila;16-64 años;Españoles;Hombres;2020;45.880
05 Ávila;16-64 años;Españoles;Mujeres;2020;42.511
05 Ávila;16-64 años;Extranjeros;Ambos sexos;2020;7.952
05 Ávila;16-64 años;Extranjeros;Hombres;2020;3.807
05 Ávila;16-64 años;Extranjeros;Mujeres;2020;4.145
05 Ávila;16-64 años;% Extranjeros;Ambos sexos;2020;8,25
05 Ávila;16-64 años;% Extranjeros;Hombres;2020;7,66
05 Ávila;16-64 años;% Extranjeros;Mujeres;2020;8,88
05 Ávila;65 y más;TOTAL;Ambos sexos;2020;41.132
05 Ávila;65 y más;TOTAL;Hombres;2020;18.935
05 Ávila;65 y más;TOTAL;Mujeres;2020;22.197
05 Ávila;65 y más;Españoles;Ambos sexos;2020;40.762
05 Ávila;65 y más;Españoles;Hombres;2020;18.774
05 Ávila;65 y más;Españoles;Mujeres;2020;21.988
05 Ávila;65 y más;Extranjeros;Ambos sexos;2020;370
05 Ávila;65 y más;Extranjeros;Hombres;2020;161
05 Ávila;65 y más;Extranjeros;Mujeres;2020;209
05 Ávila;65 y más;% Extranjeros;Ambos sexos;2020;0,90
05 Ávila;65 y más;% Extranjeros;Hombres;2020;0,85
05 Ávila;65 y más;% Extranjeros;Mujeres;2020;0,94
06 Badajoz;TOTAL EDADES;TOTAL;Ambos sexos;2020;672.137
06 Badajoz;TOTAL EDADES;TOTAL;Hombres;2020;332.204
06 Badajoz;TOTAL EDADES;TOTAL;Mujeres;2020;339.933
06 Badajoz;TOTAL EDADES;Españoles;Ambos sexos;2020;651.107
06 Badajoz;TOTAL EDADES;Españoles;Hombres;2020;322.239
06 Badajoz;TOTAL EDADES;Españoles;Mujeres;2020;328.868
06 Badajoz;TOTAL EDADES;Extranjeros;Ambos sexos;2020;21.030
06 Badajoz;TOTAL EDADES;Extranjeros;Hombres;2020;9.965
06 Badajoz;TOTAL EDADES;Extranjeros;Mujeres;2020;11.065
06 Badajoz;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;3,13
06 Badajoz;TOTAL EDADES;% Extranjeros;Hombres;2020;3,00
06 Badajoz;TOTAL EDADES;% Extranjeros;Mujeres;2020;3,26
06 Badajoz;0-15 años;TOTAL;Ambos sexos;2020;101.769
06 Badajoz;0-15 años;TOTAL;Hombres;2020;52.260
06 Badajoz;0-15 años;TOTAL;Mujeres;2020;49.509
06 Badajoz;0-15 años;Españoles;Ambos sexos;2020;98.328
06 Badajoz;0-15 años;Españoles;Hombres;2020;50.481
06 Badajoz;0-15 años;Españoles;Mujeres;2020;47.847
06 Badajoz;0-15 años;Extranjeros;Ambos sexos;2020;3.441
06 Badajoz;0-15 años;Extranjeros;Hombres;2020;1.779
06 Badajoz;0-15 años;Extranjeros;Mujeres;2020;1.662
06 Badajoz;0-15 años;% Extranjeros;Ambos sexos;2020;3,38
06 Badajoz;0-15 años;% Extranjeros;Hombres;2020;3,40
06 Badajoz;0-15 años;% Extranjeros;Mujeres;2020;3,36
06 Badajoz;16-64 años;TOTAL;Ambos sexos;2020;438.376
06 Badajoz;16-64 años;TOTAL;Hombres;2020;221.942
06 Badajoz;16-64 años;TOTAL;Mujeres;2020;216.434
06 Badajoz;16-64 años;Españoles;Ambos sexos;2020;421.686
06 Badajoz;16-64 años;Españoles;Hombres;2020;214.177
06 Badajoz;16-64 años;Españoles;Mujeres;2020;207.509
06 Badajoz;16-64 años;Extranjeros;Ambos sexos;2020;16.690
06 Badajoz;16-64 años;Extranjeros;Hombres;2020;7.765
06 Badajoz;16-64 años;Extranjeros;Mujeres;2020;8.925
06 Badajoz;16-64 años;% Extranjeros;Ambos sexos;2020;3,81
06 Badajoz;16-64 años;% Extranjeros;Hombres;2020;3,50
06 Badajoz;16-64 años;% Extranjeros;Mujeres;2020;4,12
06 Badajoz;65 y más;TOTAL;Ambos sexos;2020;131.992
06 Badajoz;65 y más;TOTAL;Hombres;2020;58.002
06 Badajoz;65 y más;TOTAL;Mujeres;2020;73.990
06 Badajoz;65 y más;Españoles;Ambos sexos;2020;131.093
06 Badajoz;65 y más;Españoles;Hombres;2020;57.581
06 Badajoz;65 y más;Españoles;Mujeres;2020;73.512
06 Badajoz;65 y más;Extranjeros;Ambos sexos;2020;899
06 Badajoz;65 y más;Extranjeros;Hombres;2020;421
06 Badajoz;65 y más;Extranjeros;Mujeres;2020;478
06 Badajoz;65 y más;% Extranjeros;Ambos sexos;2020;0,68
06 Badajoz;65 y más;% Extranjeros;Hombres;2020;0,73
06 Badajoz;65 y más;% Extranjeros;Mujeres;2020;0,65
07 Balears, Illes;TOTAL EDADES;TOTAL;Ambos sexos;2020;1.171.543
07 Balears, Illes;TOTAL EDADES;TOTAL;Hombres;2020;584.298
07 Balears, Illes;TOTAL EDADES;TOTAL;Mujeres;2020;587.245
07 Balears, Illes;TOTAL EDADES;Españoles;Ambos sexos;2020;951.508
07 Balears, Illes;TOTAL EDADES;Españoles;Hombres;2020;473.118
07 Balears, Illes;TOTAL EDADES;Españoles;Mujeres;2020;478.390
07 Balears, Illes;TOTAL EDADES;Extranjeros;Ambos sexos;2020;220.035
